player,capitalization_statistics_fraction_all_caps_messages,capitalization_statistics_fraction_lowercase_messages,capitalization_statistics_fraction_messages_starting_uppercase,capitalization_statistics_fraction_titlecase_messages,capitalization_statistics_fraction_uppercase_messages,capitalization_statistics_mean_capital_letters_per_message,character_repetition_statistics_average_repeated_character_length,character_repetition_statistics_elongated_word_frequency,internet_slang_statistics_ass_frequency,internet_slang_statistics_bitch_frequency,internet_slang_statistics_bro_frequency,internet_slang_statistics_btw_frequency,internet_slang_statistics_cock_frequency,internet_slang_statistics_cunt_frequency,internet_slang_statistics_dick_frequency,internet_slang_statistics_emoticon_frequency,internet_slang_statistics_fag_frequency,internet_slang_statistics_faggot_frequency,internet_slang_statistics_fr_frequency,internet_slang_statistics_fuck_frequency,internet_slang_statistics_idgaf_frequency,internet_slang_statistics_idk_frequency,internet_slang_statistics_ik_frequency,internet_slang_statistics_imo_frequency,internet_slang_statistics_lmao_frequency,internet_slang_statistics_lmfao_frequency,internet_slang_statistics_loam_frequency,internet_slang_statistics_lol_frequency,internet_slang_statistics_mta_frequency,internet_slang_statistics_mtx_frequency,internet_slang_statistics_newfag_frequency,internet_slang_statistics_ngl_frequency,internet_slang_statistics_nigga_frequency,internet_slang_statistics_nigger_frequency,internet_slang_statistics_oldfag_frequency,internet_slang_statistics_rn_frequency,internet_slang_statistics_shit_frequency,internet_slang_statistics_tbh_frequency,internet_slang_statistics_u_frequency,internet_slang_statistics_ur_frequency,message_statistics_mean_characters_per_line,message_statistics_mean_words_per_line,message_statistics_median_characters_per_line,message_statistics_median_words_per_line,message_statistics_stdev_characters_per_line,message_statistics_stdev_words_per_line,punctuation_statistics_comma_frequency,punctuation_statistics_double_comma_frequency,punctuation_statistics_double_exclamation_mark_frequency,punctuation_statistics_double_period_frequency,punctuation_statistics_double_question_mark_frequency,punctuation_statistics_exclamation_mark_frequency,punctuation_statistics_period_frequency,punctuation_statistics_question_mark_frequency,punctuation_statistics_triple_comma_frequency,punctuation_statistics_triple_exclamation_mark_frequency,punctuation_statistics_triple_period_frequency,punctuation_statistics_triple_question_mark_frequency,word_statistics_fraction_one_letter_words,word_statistics_fraction_words_over_8_letters,word_statistics_mean_word_length,word_statistics_median_word_length,word_statistics_stdev_word_length,word_statistics_unique_words
24ea7b83-1437-44a1-8c66-f5c96a80db4b,10.39749844766307,-28.796927064871788,31.6129753932542,17.872267846790603,10.39749844766307,3.892630026099516,-1.1174019904622166,3.746333270745289,-5.112976668426269,-2.9482584020070584,-6.402371397748114,-4.506204490578506,-2.4501748886307944,-0.8773064140925727,-3.1323309041019844,8.640084109794413,-2.4812854197070817,-3.256311240127691,-4.080222604901152,-5.7205474165228,-1.9534587668381727,-6.038087858912949,-4.418439770863681,-1.8739303052514205,-4.702953158078823,-2.96073606142146,-2.181875979026513,-7.880206422672047,-2.755210456651387,-2.8421845650255024,-3.008545032555402,-2.2682187215199865,-3.864025522337163,10.618244834440357,-3.407408725479208,-5.913799624602386,23.03559214060397,-3.6472677122125434,6.244961395816575,-4.004104093501715,-6.458321506907357,-9.968867158208658,-1.7253151425301514,-8.745639058407022,-9.434257803207691,-11.695067327161091,-0.606436425763701,-1.6981980201808475,13.369184656838243,-4.006173564182605,93.11852392744125,27.3563461055699,-7.263234968182831,28.815694635234248,-1.8927529653136044,-2.15796120235252,-4.554056213709573,52.151066844071266,13.12787712165161,40.34425758121034,10.89229022302292,8.945148369847955,5.3827299105291635,-8.06855048612887
55f8f7af-6329-4c2c-84d5-7f918a0ee17a,-2.3068571492588292,-14.610573356525137,12.85836240641961,-6.277613449884177,-2.3068571492588292,-1.7700131703787938,1.9110664980196748,-5.653325076669015,-5.112976668426269,-2.9482584020070584,-6.402371397748114,-4.506204490578506,-2.4501748886307944,-0.8773064140925727,-3.1323309041019844,-6.29411368335334,-2.4812854197070817,-3.256311240127691,-4.080222604901152,-5.7205474165228,-1.9534587668381727,-6.038087858912949,-4.418439770863681,-1.8739303052514205,-4.702953158078823,-2.96073606142146,-2.181875979026513,-7.880206422672047,-2.755210456651387,-2.8421845650255024,-3.008545032555402,-2.2682187215199865,-3.864025522337163,-2.5532311437391404,-3.407408725479208,-5.913799624602386,-5.4439148153446615,-3.6472677122125434,-8.861819060619341,-4.004104093501715,-2.3565151243106426,-1.7891538323009206,-3.232257064121705,-0.7110275657241492,-0.00731659476354415,0.14631693075590096,-1.2900544825879792,-1.6981980201808475,-2.6468017912530217,9.959205148150147,-4.733436994117541,-3.6312347645831635,3.2074359478550427,4.245701171040089,-1.8927529653136044,-2.15796120235252,-4.554056213709573,-3.722785393850752,-3.959098834837303,3.6146052078166435,-2.7594496154155914,8.945148369847955,-2.9080407676820985,-4.858688406043825
Donktuss,6.452530008986607,2.657460183597186,-2.263735919508545,-6.277613449884177,6.452530008986607,-1.800151425120547,0.2285840044186246,27.073878260505648,22.336108192235603,-2.9482584020070584,-6.402371397748114,-4.506204490578506,-2.4501748886307944,-0.8773064140925727,-3.1323309041019844,12.969542101944738,-2.4812854197070817,-3.256311240127691,16.340956984679607,4.258515463123471,-1.9534587668381727,-6.038087858912949,-4.418439770863681,-1.8739303052514205,-4.702953158078823,-2.96073606142146,-2.181875979026513,-0.10516493263970061,-2.755210456651387,-2.8421845650255024,-3.008545032555402,-2.2682187215199865,-3.864025522337163,-2.5532311437391404,-3.407408725479208,22.450623717224943,3.7400304245215077,-3.6472677122125434,-3.9902514215732308,14.852183727995945,-2.580783978013681,-3.6835783285236237,-3.232257064121705,-8.745639058407022,-0.3897060945964777,-1.9826276069594144,-1.0821257158929238,-1.6981980201808475,2.746545757848134,1.9006511493990246,6.2503725331423645,-4.439351128613674,1.5941571596819006,-6.008366606151623,-1.8927529653136044,-2.15796120235252,6.857127818869513,-3.722785393850752,-7.392949405897741,-1.9599385920660726,10.15082032878573,8.945148369847955,-3.0403013687678224,-4.626089704588387
Sinuhstr,0.5650560022086881,5.0852181613881395,-6.4406931270152175,-4.017597820516216,0.5650560022086881,-3.5916853273094747,0.39683225377872905,-0.8166207348975478,-5.112976668426269,-2.9482584020070584,11.25498464847537,-4.506204490578506,-2.4501748886307944,-0.8773064140925727,-3.1323309041019844,-0.04258902575660676,-2.4812854197070817,-3.256311240127691,-4.080222604901152,7.233246680946143,-1.9534587668381727,0.2193457394633048,-4.418439770863681,-1.8739303052514205,-4.702953158078823,-2.96073606142146,-2.181875979026513,-7.880206422672047,28.396849108119127,-2.8421845650255024,-3.008545032555402,-2.2682187215199865,9.36992390846047,2.9604099634057652,-3.407408725479208,12.496090366816196,6.4777392592384855,-3.6472677122125434,-8.861819060619341,2.1152197555466805,-10.835179041604688,-11.652645900696246,-7.753082828896366,-8.745639058407022,-13.675804296463834,-13.412290515401853,-1.3905355657634797,-1.6981980201808475,15.843999068483601,16.245056028913325,-4.733436994117541,7.095757774022309,17.030437558111657,-6.28286509006693,-1.8927529653136044,22.787777283391783,26.74404643578741,-3.722785393850752,-10.941484358585264,6.93360666230764,2.762602454065153,-22.276527793636813,0.6542813913689483,-3.1141981451280403
tnrp,99.71296809875035,-13.339394708823828,22.086822765020752,-6.277613449884177,99.71296809875035,46.65055339038487,-10.202807455907891,-8.516605619419833,-5.112976668426269,-2.9482584020070584,26.222352859531995,-4.506204490578506,-2.4501748886307944,-0.8773064140925727,-3.1323309041019844,-6.29411368335334,-2.4812854197070817,-3.256311240127691,-4.080222604901152,-5.7205474165228,-1.9534587668381727,-6.038087858912949,-4.418439770863681,-1.8739303052514205,-4.702953158078823,-2.96073606142146,-2.181875979026513,-7.880206422672047,-2.755210456651387,-2.8421845650255024,-3.008545032555402,-2.2682187215199865,-3.864025522337163,-2.5532311437391404,-3.407408725479208,-5.913799624602386,-5.4439148153446615,-3.6472677122125434,-8.861819060619341,-4.004104093501715,1.9027010525311854,2.313164307383457,8.823278308610723,7.323583926958723,-4.1491524031523035,-6.327336089483967,-2.0633514672967324,-1.6981980201808475,-2.6468017912530217,-4.006173564182605,-4.733436994117541,-8.876156207584508,-7.263234968182831,-9.209599778638335,-1.8927529653136044,-2.15796120235252,-4.554056213709573,-3.722785393850752,-13.590422238883072,-9.04086080829272,1.047746440300624,8.945148369847955,-7.941848020523088,-8.812866330786273
speedis69,-0.06378910622603665,-6.750276958094379,6.104930339141513,4.200640831730914,-0.06378910622603665,-2.8168262884750455,0.9015770018590438,5.85062455959019,19.81858857483762,-2.9482584020070584,43.017329252333,-4.506204490578506,-2.4501748886307944,-0.8773064140925727,-3.1323309041019844,-6.29411368335334,-2.4812854197070817,-3.256311240127691,-4.080222604901152,-5.7205474165228,-1.9534587668381727,2.718616555382814,-4.418439770863681,-1.8739303052514205,-4.702953158078823,-2.96073606142146,-2.181875979026513,-4.349233438293452,-2.755210456651387,-2.8421845650255024,-3.008545032555402,-2.2682187215199865,51.6950698690884,-2.5532311437391404,-3.407408725479208,71.37505806126438,-5.4439148153446615,-3.6472677122125434,44.235385620581454,38.81305834140791,-10.669994056677075,-9.885818109981514,-7.753082828896366,-8.745639058407022,-14.98599982867405,-14.005151511968347,-2.0633514672967324,-1.6981980201808475,-2.6468017912530217,-4.006173564182605,-4.733436994117541,-7.711010018386048,-7.263234968182831,-2.4842114593051203,-1.8927529653136044,-2.15796120235252,-4.554056213709573,-3.722785393850752,10.518453677408797,-11.001388907886763,-15.312724049993314,-22.276527793636813,-4.725781243241049,-6.41709970579526
00000000-0000-0000-0009-01fcd25ea961,10.027917193934435,0.10052289759260928,-0.05195594299375994,7.2463200762537,10.027917193934435,-0.5039653651872222,-10.202807455907891,-8.516605619419833,-5.112976668426269,-2.9482584020070584,-6.402371397748114,-4.506204490578506,-2.4501748886307944,-0.8773064140925727,-3.1323309041019844,3.7979380676475296,-2.4812854197070817,-3.256311240127691,17.316713006024763,-5.7205474165228,-1.9534587668381727,24.266684414451905,103.65327533198996,-1.8739303052514205,-4.702953158078823,-2.96073606142146,-2.181875979026513,4.339611345791759,-2.755210456651387,-2.8421845650255024,-3.008545032555402,40.563683381274245,-3.864025522337163,-2.5532311437391404,-3.407408725479208,-5.913799624602386,-5.4439148153446615,-3.6472677122125434,-8.861819060619341,-4.004104093501715,-12.898212437977534,-13.519490800079833,-13.78085051526258,-16.780250551089896,-8.333847882100773,-7.115239613721765,-2.0633514672967324,-1.6981980201808475,3.570474128817831,2.803022157304115,7.92834195907801,-5.040202591337769,0.3946505504839831,-4.289229578958882,-1.8927529653136044,-2.15796120235252,-4.554056213709573,-3.722785393850752,-4.626089645815589,-11.826530843418894,0.26542873663784833,8.945148369847955,-2.161501577988884,-5.603004250701227
SimpleSmallBuild,-8.081564238768783,2.9316919817529725,-5.539019856856222,-6.277613449884177,-8.081564238768783,-3.49860951456691,-10.202807455907891,-8.516605619419833,-5.112976668426269,-2.9482584020070584,-6.402371397748114,-4.506204490578506,-2.4501748886307944,-0.8773064140925727,-3.1323309041019844,9.864198683003243,-2.4812854197070817,-3.256311240127691,30.17825900166329,-5.7205474165228,-1.9534587668381727,-6.038087858912949,-4.418439770863681,-1.8739303052514205,-4.702953158078823,-2.96073606142146,-2.181875979026513,-7.880206422672047,-2.755210456651387,-2.8421845650255024,-3.008545032555402,-2.2682187215199865,-3.864025522337163,-2.5532311437391404,110.45209530512219,-5.913799624602386,-5.4439148153446615,-3.6472677122125434,15.65574266376026,-4.004104093501715,11.640144138392191,11.086043925663537,-4.739198985713259,-0.7110275657241492,30.853452601661736,35.18854223276325,-2.0633514672967324,-1.6981980201808475,-2.6468017912530217,-4.006173564182605,-4.733436994117541,-5.181972021362523,-7.263234968182831,5.005968708708486,-1.8927529653136044,-2.15796120235252,-4.554056213709573,-3.722785393850752,-3.3964343379094415,11.140062384556375,8.959823458270659,8.945148369847955,1.1630304757872403,-6.8125174982695045
PappyVanPoodle,-3.0600798131079534,8.59120039586665,-7.112905943260009,-1.90263495410976,-3.0600798131079534,-2.7159467020559487,14.575571086216673,-6.265899371502986,5.822893440131824,-2.9482584020070584,-0.5959688603011524,-0.43684727367285126,-2.4501748886307944,-0.8773064140925727,-3.1323309041019844,-3.2790337062050456,-2.4812854197070817,-3.256311240127691,-1.7556760220308179,-4.01666960559321,-1.9534587668381727,-2.197086256350143,7.322388010054419,6.457058530493274,4.575053476687246,4.883028171530203,-2.181875979026513,-0.35741414672121014,1.3423769110172596,-2.8421845650255024,9.749746191437406,4.7116184954537115,3.098886692086952,15.094202466624822,-1.4759766493205089,0.5436553000850364,2.919366426446703,22.260010951490827,7.496858107723666,-0.7844820906097336,13.784355208230691,14.184292122870362,8.823278308610723,7.323583926958723,23.791867435993602,23.35880364338937,-1.697571431535135,-1.6981980201808475,-2.6468017912530217,-4.006173564182605,-1.5837985594024628,-6.458850047838283,-4.596358622737291,-7.006489388526316,-1.8927529653136044,-2.15796120235252,-4.554056213709573,-1.5646383621906714,0.9695727325898467,1.8629178843598246,6.404684488489787,8.945148369847955,2.8317125182729135,24.09984992515821
cc48b426-56f2-4359-8cbf-4939cc8ab7ed,-0.3819547860888447,13.101121163363475,-8.873173276737928,-6.277613449884177,-0.3819547860888447,-0.8759116130401136,-10.202807455907891,-8.516605619419833,41.18850164049239,159.598595481975,-6.402371397748114,-4.506204490578506,-2.4501748886307944,-0.8773064140925727,-3.1323309041019844,-6.29411368335334,-2.4812854197070817,-3.256311240127691,-4.080222604901152,11.112267440902503,-1.9534587668381727,10.224363196207754,-4.418439770863681,-1.8739303052514205,-4.702953158078823,-2.96073606142146,-2.181875979026513,-1.3226851659689414,-2.755210456651387,-2.8421845650255024,-3.008545032555402,-2.2682187215199865,-3.864025522337163,90.58792041624444,-3.407408725479208,-5.913799624602386,10.04768512223179,-3.6472677122125434,-8.861819060619341,-4.004104093501715,0.709315170579801,3.070822092598552,-13.78085051526258,-16.780250551089896,22.761706129734566,28.29706776410664,-2.0633514672967324,-1.6981980201808475,-2.6468017912530217,-4.006173564182605,-4.733436994117541,-8.876156207584508,-3.0808750819298956,-9.209599778638335,-1.8927529653136044,-2.15796120235252,-4.554056213709573,-3.722785393850752,16.29265890825514,-8.596838764830654,-6.282791904253239,-22.276527793636813,-3.0395410542934096,-7.928991265255608
